gene	siADNP1	siADNP2	siADNP3	SCR1	SCR2	SCR3
ANKRD53	1	0	0	1	0	0
ANKRD54	236	270	199	252	267	204
ANKRD55	0	0	0	0	0	0
ANKRD6	119	152	127	101	137	107
ANKRD62P1-PARP4P3	1	0	0	0	0	0
ANKRD63	0	3	0	0	2	0
ANKRD65	0	0	0	0	0	0
ANKRD7	0	0	0	0	0	0
ANKRD9	43	70	49	65	92	66
ANKS1A	452	552	423	487	539	463
ANKS1B	0	2	1	3	2	1
ANKS3	78	74	76	95	97	74
ANKS4B	1	2	0	0	0	0
ANKS6	386	412	393	474	568	433
ANKUB1	0	0	0	0	0	0
ANKZF1	268	274	263	272	362	265
ANLN	3180	3447	2874	3822	4352	3482
ANO1	650	756	659	468	574	469
ANO10	122	149	144	79	140	89
ANO2	0	2	2	0	1	2
ANO3	0	1	0	0	0	0
ANO4	21	38	33	31	23	29
ANO5	92	104	80	101	141	106
ANO6	691	909	665	727	887	783
ANO7	5	15	7	5	6	8
ANO8	144	165	138	169	158	115
ANO9	169	188	153	138	158	120
ANP32A	3066	3250	2776	3423	3650	2881
ANP32A-IT1	45	47	39	40	44	29
ANP32AP1	1	2	1	1	2	1
ANP32B	2847	3022	2600	3378	3553	2701
ANP32C	2	3	1	1	1	2
ANP32D	0	0	0	0	0	0
ANP32E	2681	3059	2495	2613	2988	2394
ANPEP	3	1	1	7	1	1
ANTXR1	445	520	380	295	288	281
ANTXR2	138	160	154	181	198	184
ANTXRL	0	0	0	0	0	0
ANXA1	1424	1785	1640	3073	3563	2748
ANXA10	485	517	499	615	722	594
ANXA11	655	834	665	785	949	844
ANXA13	0	0	0	0	1	0
ANXA2	5374	5462	4903	6858	7641	6421
ANXA2P1	0	0	0	0	0	0
ANXA2P2	28	22	28	33	51	39
ANXA2P3	1	0	1	1	2	0
ANXA3	1917	2189	1875	2573	2924	2439
ANXA4	440	549	469	704	825	731
ANXA5	1916	2096	1871	2606	2959	2474
ANXA6	881	944	836	759	979	745
ANXA7	1062	1146	1023	1224	1383	1028
ANXA8	0	0	0	0	0	0
ANXA8L1	0	0	0	0	0	0
ANXA8L2	0	0	0	0	0	0
ANXA9	36	34	45	29	62	34
AOAH	4	5	2	5	2	9
AOC2	41	41	33	52	45	44
AOC3	14	30	14	20	25	17
AOC4	1	2	1	0	2	0
AOX1	0	3	0	1	3	1
AOX2P	0	1	0	0	2	0
AP1AR	424	534	423	487	577	504
AP1B1	1130	1360	1149	1432	1556	1357
AP1B1P1	0	0	0	0	0	0
AP1G1	1512	1876	1483	1879	2086	1820
AP1G2	371	430	372	468	570	458
AP1M1	196	276	196	332	369	302
AP1M2	313	340	321	452	557	433
AP1S1	500	611	520	645	753	589
AP1S2	54	83	62	62	76	50
AP1S3	785	881	719	882	972	829
AP2A1	683	822	708	909	1028	841
AP2A2	751	782	661	763	905	733
AP2B1	2239	2992	2261	2942	3240	2857
AP2M1	1495	1663	1456	1563	1754	1529
AP2S1	517	577	566	707	797	639
AP3B1	769	900	715	1038	1055	875
AP3B2	1	1	1	0	3	1
AP3D1	2214	2460	2042	2610	2931	2468
AP3M1	474	534	526	651	657	564
AP3M2	223	300	223	233	273	235
AP3S1	2291	2619	2270	3925	4396	3559
AP3S2	46	63	43	59	80	52
AP4B1	81	102	73	108	162	121
AP4E1	290	365	268	391	435	321
AP4M1	62	64	51	63	73	59
AP4S1	83	72	73	118	132	88
AP5B1	148	190	179	214	234	197
APAF1	297	383	262	375	446	372
APBA1	10	7	7	8	11	9
APBA2	2	0	4	2	0	2
APBA3	120	134	135	170	223	163
APBB1	128	120	126	125	134	96
APBB1IP	0	0	1	0	2	1
APBB2	1251	1439	1148	1513	1761	1344
APBB3	23	35	20	29	47	42
APC	967	1132	855	1243	1498	1148
APC2	29	32	12	6	9	8
APCDD1	0	0	0	0	0	0
APCDD1L	0	0	0	0	0	0
APCS	0	0	0	0	0	0
APEH	1353	1663	1444	1479	1707	1400
APEX1	1671	1793	1561	1955	2096	1793
APEX2	159	209	153	211	229	185
APH1A	313	289	284	311	324	315
APH1B	75	79	70	69	79	41
API5	1911	2194	1949	2283	2580	2008
APIP	262	331	319	272	323	258
APITD1	7	13	12	11	7	14
APITD1-CORT	0	0	0	0	0	0
APLF	36	35	22	35	50	48
APLN	2	4	1	0	0	0
APLNR	0	0	0	0	0	0
APLP1	158	206	181	151	172	146
APLP2	2526	3050	2533	2712	3272	2558
APOA1	0	0	0	0	0	0
APOA1BP	667	783	692	708	847	768
APOA2	1	3	0	1	1	4
APOA4	0	0	0	0	0	0
APOA5	0	0	0	0	0	0
APOB	0	0	0	1	0	0
APOBEC1	0	0	0	0	0	0
APOBEC2	0	0	0	0	0	0
APOBEC3A	0	0	0	0	0	0
APOBEC3B	39	43	43	40	46	31
APOBEC3C	424	411	388	463	547	374
APOBEC3D	14	10	13	16	24	21
APOBEC3F	113	136	93	138	150	120
APOBEC3G	0	0	0	1	0	0
APOBEC3H	4	9	10	8	15	5
APOBEC4	0	0	0	0	0	0
APOBR	2	0	1	0	2	0
APOC1	3	1	3	2	2	3
APOC1P1	0	0	0	1	0	0
APOC2	0	0	0	0	0	0
APOC3	0	0	0	0	0	0
APOC4	0	0	0	0	0	0
APOC4-APOC2	0	0	0	0	0	0
APOD	4	4	3	2	10	1
APOE	3	6	3	4	4	2
APOF	0	0	0	0	0	0
APOH	0	0	0	0	0	0
APOL1	0	0	0	1	0	2
APOL2	122	97	71	99	115	105
APOL3	0	0	2	0	0	1
APOL4	0	0	0	0	0	1
APOL5	0	0	0	0	0	0
APOL6	2	5	4	5	1	0
APOLD1	18	24	17	17	33	15
APOM	9	12	4	2	9	0
APOO	176	195	141	183	223	160
APOOL	301	317	253	363	397	316
APOPT1	177	181	180	197	260	189
APP	3153	3505	3119	3591	4096	3389
APPBP2	956	1099	866	1145	1313	1082
APPL1	821	951	743	1082	1320	994
APPL2	231	301	217	302	365	244
APRT	286	292	245	323	340	280
APTX	296	317	272	349	372	316
AQP1	4	11	2	3	11	9
AQP10	0	0	1	0	0	0
AQP11	8	5	5	9	8	4
AQP12A	0	0	0	0	0	0
AQP12B	0	0	0	0	0	0
AQP2	0	0	0	0	0	0
AQP3	47	75	48	33	42	32
AQP4	0	0	0	0	0	0
AQP5	0	0	0	0	0	0
AQP6	0	0	0	0	0	0
AQP7	0	0	0	0	0	0
AQP7P1	0	2	1	0	1	2
AQP7P3	1	1	0	0	3	0
AQP8	0	1	0	0	1	0
AQP9	0	0	0	0	2	1
AQPEP	22	26	18	29	28	28
AQR	1165	1419	1140	1714	2003	1610
AR	1	0	0	0	0	0
ARAF	431	431	398	464	578	405
ARAP1	357	422	307	357	401	360
ARAP2	206	241	202	388	436	426
ARAP3	147	179	141	132	128	109
ARC	59	80	80	64	69	56
ARCN1	2480	2721	2436	2735	3217	2616
AREG	113	110	131	130	205	133
ARF1	3186	3523	3030	3614	3871	3114
ARF3	1801	2032	1670	1725	1977	1660
ARF4	1325	1497	1359	1685	1911	1612
ARF5	336	421	358	391	481	439
ARF6	566	816	641	784	863	783
ARFGAP1	285	376	258	327	399	319
ARFGAP2	331	296	260	349	368	284
ARFGAP3	164	231	167	214	237	201
ARFGEF1	592	663	516	646	783	698
ARFGEF2	770	982	715	918	1209	996
ARFIP1	264	313	271	330	323	292
ARFIP2	621	644	560	680	817	649
ARFRP1	170	180	166	181	234	187
ARG1	1	0	0	0	0	0
ARG2	130	134	130	121	120	87
ARGFX	0	0	0	0	0	0
ARGFXP2	0	0	0	0	0	0
ARGLU1	1060	1172	1052	1295	1417	1270
ARHGAP1	260	271	253	334	335	264
ARHGAP10	282	381	317	449	521	421
ARHGAP11A	1214	1448	1124	1379	1492	1293
ARHGAP11B	78	82	62	75	73	74
ARHGAP12	1335	1647	1289	2140	2502	2166
ARHGAP15	1	0	0	0	0	1
ARHGAP17	500	495	413	488	505	443
ARHGAP18	2552	2784	2627	3260	3761	2980
ARHGAP19	307	383	327	439	514	394
ARHGAP19-SLIT1	0	0	0	0	0	0
ARHGAP20	0	0	0	0	0	0
ARHGAP21	746	888	723	1164	1251	1132
ARHGAP22	83	134	65	94	84	86
ARHGAP23	262	286	224	258	289	230
ARHGAP24	10	6	10	3	7	7
ARHGAP25	0	1	0	0	1	1
ARHGAP26	778	903	702	935	944	835
ARHGAP27	243	275	222	224	268	253
ARHGAP28	0	0	0	0	0	0
ARHGAP29	3601	4273	3256	3617	4121	3692
ARHGAP30	1	3	2	3	2	2
ARHGAP31	70	57	51	54	58	53
ARHGAP32	838	967	731	866	1053	861
ARHGAP33	46	61	52	39	49	42
ARHGAP35	1474	1772	1330	1679	1751	1588
ARHGAP36	0	0	0	0	0	0
ARHGAP39	198	191	144	192	206	204
ARHGAP4	434	510	422	446	527	480
ARHGAP40	47	44	27	23	40	27
ARHGAP42	236	269	209	285	414	279
ARHGAP44	106	117	72	76	91	82
ARHGAP5	1509	1889	1493	2065	2460	1971
ARHGAP5-AS1	13	19	14	25	36	23
ARHGAP6	0	0	0	0	1	1
ARHGAP8	2	1	2	8	7	4
ARHGAP9	1	2	0	2	1	0
ARHGDIA	1610	1699	1475	1885	2255	1667
ARHGDIB	15	17	16	23	25	24
ARHGDIG	0	0	0	0	0	0
ARHGEF1	480	487	397	505	580	452
ARHGEF10	1016	1154	955	1234	1421	1133
ARHGEF10L	97	113	67	92	91	88
ARHGEF11	610	708	575	719	791	640
ARHGEF12	3476	3977	2894	4208	5103	4023
ARHGEF15	0	0	1	1	0	0
ARHGEF16	195	201	171	190	221	199
ARHGEF17	107	119	108	114	133	80
ARHGEF18	211	214	194	274	295	243
ARHGEF19	253	275	254	206	246	207
ARHGEF2	483	583	531	488	522	417
ARHGEF25	21	23	21	13	24	16
ARHGEF26	202	248	192	247	272	213
ARHGEF26-AS1	5	3	4	9	13	4
ARHGEF3	318	398	340	515	569	396
ARHGEF33	1	2	2	2	0	4
ARHGEF35	40	48	38	39	40	34
ARHGEF37	33	48	43	80	84	51
ARHGEF38	0	0	0	0	0	0
ARHGEF4	137	185	116	126	127	112
ARHGEF40	81	119	80	77	78	67
ARHGEF5	123	146	105	144	156	148
ARHGEF6	36	40	40	29	21	23
ARHGEF7	707	870	676	923	1057	784
ARHGEF9	93	137	116	149	162	129
ARID1A	1994	2247	1751	2163	2259	1909
ARID1B	561	663	520	512	502	457
ARID2	1283	1503	1052	1492	1696	1418
ARID3A	67	78	51	101	123	61
ARID3B	108	124	94	112	126	69
ARID3C	2	6	3	2	4	5
ARID4A	156	153	124	188	270	216
ARID4B	766	835	669	768	802	728
ARID5A	72	87	52	62	78	59
ARID5B	428	488	380	321	373	314
ARIH1	791	1033	816	1171	1289	1105
ARIH2	1300	1432	1262	1505	1755	1314
ARL1	701	845	649	797	1016	804
ARL10	0	0	0	0	0	0
ARL11	0	0	1	0	1	0
ARL13A	0	0	0	0	0	0
ARL13B	170	213	174	174	260	189
ARL14	0	7	3	6	12	8
ARL15	166	200	182	182	221	160
ARL16	173	194	172	185	210	149
ARL17A	48	46	38	34	68	45
ARL17B	0	0	0	0	0	0
ARL2	70	90	76	94	106	95
ARL2-SNX15	0	0	0	0	0	0
ARL2BP	619	631	611	761	846	733
ARL3	610	570	494	483	593	446
ARL4A	278	391	342	427	444	392
ARL4C	65	80	45	65	68	54
ARL4D	32	35	32	31	42	43
ARL5A	983	1232	954	1144	1330	1074
ARL5B	790	875	648	801	996	757
ARL5C	0	0	0	0	0	0
ARL6	59	41	34	62	62	48
ARL6IP1	1402	1616	1494	1667	1947	1634
ARL6IP4	726	763	672	707	960	754
ARL6IP5	507	648	535	662	725	621
ARL6IP6	341	406	348	408	430	376
ARL8A	82	91	103	92	104	100
ARL8B	736	839	731	812	970	748
ARL9	1	0	0	1	0	1
ARMC1	663	838	617	885	1119	902
ARMC10	209	261	196	202	247	217
ARMC12	12	8	7	3	6	6
ARMC2	22	25	25	29	41	24
ARMC3	14	23	8	22	30	24
ARMC4	174	222	204	199	217	148
ARMC5	29	44	49	43	51	49
ARMC6	336	319	282	313	351	309
ARMC7	170	221	186	188	151	143
ARMC8	585	682	552	708	834	655
ARMC9	118	121	107	121	118	112
ARMCX1	0	0	0	0	0	0
ARMCX2	0	0	0	0	0	1
ARMCX3	165	196	151	227	183	178
ARMCX4	1	0	1	1	0	2
ARMCX5	65	68	56	61	85	59
ARMCX5-GPRASP2	3	2	7	5	7	9
ARMCX6	86	87	66	113	131	96
ARMS2	0	0	0	0	0	0
ARNT	571	606	546	736	912	721
ARNT2	54	74	61	38	48	45
ARNTL	126	172	130	143	190	159
ARNTL2	430	519	405	514	554	420
ARPC1A	1055	1218	1074	1213	1414	1197
ARPC1B	681	800	743	776	906	770
ARPC2	748	919	778	1004	1128	1000
ARPC3	765	829	734	1152	1339	978
ARPC4	145	179	135	161	142	144
ARPC4-TTLL3	0	0	0	0	0	0
ARPC5	509	513	437	594	717	555
ARPC5L	415	455	415	533	630	524
ARPM1	38	36	33	57	48	41
ARPP19	3268	3663	3142	4426	5216	4029
ARPP21	0	0	0	0	0	0
ARR3	0	0	0	1	0	0
ARRB1	249	346	260	260	290	212
ARRB2	326	347	309	382	449	331
ARRDC1	256	250	223	244	290	265
ARRDC2	98	125	105	129	119	114
ARRDC3	524	651	481	618	805	606
ARRDC4	25	44	31	26	33	25
ARRDC5	0	0	0	0	0	0
ARSA	23	37	25	35	40	26
ARSB	191	189	180	110	134	122
ARSD	64	81	58	90	91	82
ARSE	0	0	0	0	0	0
ARSF	2	0	0	0	0	0
ARSG	170	164	141	132	147	101
ARSH	1	0	0	0	0	0
ARSI	0	1	2	0	0	0
ARSJ	36	48	44	54	60	39
ARSK	64	68	79	75	80	63
ART1	0	0	0	0	0	0
ART3	0	0	0	0	0	0
ART4	0	0	0	0	0	0
ART5	15	24	25	21	12	11
ARTN	51	58	31	22	37	20
ARV1	22	27	15	35	36	35
ARVCF	115	143	138	175	157	140
ARX	9	4	3	3	4	3
AS3MT	0	0	0	0	1	0
ASAH1	627	636	600	766	832	633
ASAH2	15	15	14	16	31	20
ASAH2B	121	136	116	154	176	130
ASAP1	796	940	690	699	790	600
ASAP1-IT1	2	3	1	1	2	0
ASAP2	314	375	281	307	349	258
ASAP3	205	256	183	130	177	118
ASB1	288	375	283	392	445	343
ASB10	0	0	0	0	0	0
ASB11	0	0	0	0	0	0
ASB12	0	1	0	1	1	1
ASB13	59	67	48	75	86	68
ASB14	0	0	0	0	0	0
ASB15	0	0	0	0	0	0
ASB16	2	0	1	2	0	0
ASB17	0	0	0	0	0	0
ASB18	0	0	0	0	0	0
ASB2	0	1	0	1	0	0
ASB3	27	38	35	35	59	36
ASB4	0	2	0	0	3	2
ASB5	0	0	1	0	0	1
ASB6	157	195	175	213	226	212
ASB7	210	253	243	261	327	235
ASB8	125	114	113	130	140	131
ASB9	12	20	18	13	13	14
ASB9P1	0	0	0	0	0	0
ASCC1	210	281	211	250	266	200
ASCC2	542	659	561	663	697	631
ASCC3	1495	1822	1418	2168	2509	1967
ASCL1	0	0	0	0	0	0
ASCL2	0	0	0	0	0	0
ASCL3	0	0	0	0	0	0
ASCL4	0	0	0	0	0	0
ASF1A	226	283	252	253	258	240
ASF1B	419	486	407	474	543	490
ASGR1	0	4	4	1	2	3
ASGR2	0	0	0	0	0	0
ASH1L	1422	1649	1144	1326	1467	1373
ASH2L	366	445	375	449	504	409
ASIP	0	0	0	0	0	0
ASL	406	450	338	501	577	434
ASMT	0	0	0	0	0	0
ASMTL	0	0	0	0	0	0
ASMTL-AS1	0	0	0	0	0	0
ASNA1	541	548	504	627	702	622
ASNS	2010	2633	2406	2331	2958	2139
ASNSD1	634	640	535	697	861	682
ASPA	0	0	0	0	0	0
ASPDH	0	0	0	0	0	0
ASPG	0	0	0	0	0	0
ASPH	4941	5836	4708	5398	6462	5252
ASPHD1	19	30	17	17	27	20
ASPHD2	61	67	48	53	58	59
ASPM	1816	2175	1516	1988	2447	1859
ASPN	0	0	0	0	0	0
ASPRV1	2	7	8	2	5	3
ASPSCR1	103	117	100	120	134	85
ASRGL1	257	282	245	259	283	223
ASS1	350	459	399	367	435	298
ASTE1	63	69	63	98	98	86
ASTL	1	0	1	0	2	2
ASTN1	0	0	0	0	0	1
ASTN2	56	72	47	94	96	92
ASUN	1086	1172	1031	1380	1497	1252
ASXL1	803	899	770	861	941	748
ASXL2	1155	1222	910	1257	1406	1173
ASXL3	0	0	0	1	0	0
ASZ1	0	0	0	0	0	0
ATAD1	801	863	730	993	1051	876
ATAD2	3639	4567	3790	4818	5899	4401
ATAD2B	284	328	225	313	370	333
ATAD3A	587	583	519	693	778	647
ATAD3B	310	346	267	319	357	298
ATAD3C	3	2	2	0	3	1
ATAD5	269	313	244	358	405	333
ATAT1	134	134	113	139	125	103
ATCAY	1	1	0	0	0	0
ATE1	491	594	479	494	564	474
ATF1	447	561	461	462	512	445
ATF2	554	622	543	468	615	405
ATF3	173	184	188	166	284	147
ATF4	4965	4892	4674	4284	5409	3742
ATF5	282	286	228	310	290	273
ATF6	747	854	763	886	1079	798
ATF6B	322	320	295	279	338	288
ATF7	525	604	427	686	844	687
ATF7IP	722	796	690	865	1038	793
ATF7IP2	83	81	90	94	125	85
ATG10	72	80	61	100	134	103
ATG12	831	1014	835	1557	1824	1509
ATG13	467	538	494	540	698	498
ATG14	266	315	278	419	427	327
ATG16L1	498	578	463	690	774	596
ATG16L2	43	33	34	30	34	28
ATG2A	153	189	136	181	240	163
ATG2B	228	259	170	265	343	301
ATG3	914	913	827	1228	1430	1164
ATG4A	87	110	103	138	163	118
ATG4B	271	313	251	341	314	264
ATG4C	179	219	174	233	280	225
ATG4D	98	84	88	89	102	80
ATG5	394	486	369	499	569	514
ATG7	105	131	106	134	178	132
ATG9A	548	619	551	604	776	628
ATG9B	4	1	2	1	5	2
ATHL1	93	136	95	96	143	102
ATIC	1398	1538	1441	1618	1860	1436
ATL1	29	34	27	28	46	42
ATL2	1255	1492	1177	1475	1748	1352
ATL3	269	312	261	402	451	377
ATM	646	779	551	714	870	757
ATMIN	1365	1637	1324	1385	1509	1337
ATN1	1231	1304	1108	1221	1428	1112
ATOH1	1	1	2	0	1	2
ATOH7	1	0	1	1	0	1
ATOH8	5	3	1	0	0	1
ATOX1	269	271	247	249	259	281
ATP10A	0	1	0	0	0	0
ATP10B	1	0	0	0	0	0
ATP10D	119	154	120	222	219	211
ATP11A	1266	1562	1111	1457	1590	1357
ATP11B	746	950	742	998	1256	1120
ATP11C	561	668	474	427	489	444
ATP12A	7	5	3	8	5	6
ATP13A1	838	897	773	920	966	788
ATP13A2	366	416	351	413	446	397
ATP13A3	2955	3659	2800	3412	3999	3357
ATP13A4	0	0	0	1	1	1
ATP13A5	0	0	0	0	0	0
ATP1A1	2856	3356	2817	3411	3868	3185
ATP1A1OS	38	32	35	46	38	33
ATP1A2	0	0	1	1	0	0
ATP1A3	370	425	344	224	300	229
ATP1A4	0	0	0	0	0	0
ATP1B1	324	391	319	235	281	242
ATP1B2	0	0	0	1	1	0
ATP1B3	963	1127	955	997	1218	1067
ATP1B4	0	0	0	0	0	0
ATP2A1	23	27	21	15	25	21
ATP2A2	2746	3405	2828	3326	3742	3208
ATP2A3	135	175	165	92	114	80
ATP2B1	978	1188	910	1281	1343	1142
ATP2B2	0	0	0	0	1	0
ATP2B3	0	0	0	0	0	0
ATP2B4	1124	1364	1127	1238	1448	1140
ATP2C1	1318	1618	1298	1414	1605	1326
ATP2C2	52	77	79	53	54	39
ATP4A	1	0	3	1	0	2
ATP4B	0	0	0	0	0	0
ATP5A1	3380	4292	3480	4584	5074	4315
ATP5B	3753	4513	3983	4936	5681	4706
ATP5C1	810	902	815	1038	1161	913
ATP5D	217	275	254	255	346	272
ATP5E	775	768	692	744	873	641
ATP5EP2	2	4	2	0	1	2
ATP5F1	1244	1508	1321	1519	1691	1426
ATP5G1	544	575	530	584	679	503
ATP5G2	2121	1947	1945	2074	2606	1762
ATP5G3	2087	2162	1920	2293	2525	1971
ATP5H	1637	1541	1515	1735	1961	1460
ATP5I	2918	2680	2634	2876	3547	2489
ATP5J	2921	2520	2578	3227	4041	2708
ATP5J2	40	40	36	39	46	34
ATP5J2-PTCD1	0	0	0	0	0	0
ATP5L	715	788	673	887	968	800
ATP5L2	1	1	1	1	0	1
ATP5O	736	767	650	823	931	778
ATP5S	17	17	8	17	8	21
ATP5SL	412	445	389	439	565	440
ATP6AP1	459	546	380	413	455	380
ATP6AP1L	19	13	18	30	33	29
ATP6AP2	419	463	373	524	568	489
ATP6V0A1	385	438	356	410	480	402
ATP6V0A2	190	204	154	225	252	238
ATP6V0A4	1	1	1	5	1	0
ATP6V0B	221	292	252	246	348	280
ATP6V0C	638	644	591	583	773	616
ATP6V0CP3	0	0	0	0	0	0
ATP6V0D1	183	200	170	266	287	243
ATP6V0D2	0	0	0	0	0	0
ATP6V0E1	371	357	335	392	443	385
ATP6V0E2	184	166	166	152	173	129
ATP6V1A	732	940	759	1056	1238	1059
ATP6V1B1	6	0	1	1	0	1
ATP6V1B2	578	659	558	755	868	748
ATP6V1C1	1137	1259	977	1404	1498	1335
ATP6V1C2	16	24	9	9	14	12
ATP6V1D	200	247	217	314	352	276
ATP6V1E1	471	515	493	680	708	584
ATP6V1E2	24	22	28	30	32	20
ATP6V1F	526	581	517	578	704	569
ATP6V1G1	889	924	811	1082	1161	964
ATP6V1G2	4	1	2	2	2	1
ATP6V1G2-DDX39B	0	0	0	0	0	0
ATP6V1G3	0	0	0	0	0	0
ATP6V1H	147	203	172	196	224	184
ATP7A	121	159	114	181	231	171
ATP7B	111	154	90	118	160	81
ATP8A1	42	54	36	40	53	49
ATP8A2	0	1	1	0	1	0
ATP8B1	268	310	263	314	346	280
ATP8B2	400	470	398	341	403	363
ATP8B3	133	164	116	84	99	74
ATP8B4	3	1	4	5	7	15
ATP8B5P	0	0	1	2	2	0
ATP9A	434	536	396	478	503	437
ATP9B	156	162	127	158	175	145
ATPAF1	283	357	282	288	348	245
ATPAF1-AS1	0	0	0	0	0	0
ATPAF2	215	223	208	188	262	211
ATPBD4	66	93	81	89	123	87
ATPIF1	1806	1752	1651	2279	2747	1872
ATR	772	982	767	1149	1390	1149
ATRIP	185	198	174	238	225	214
ATRN	607	754	583	764	818	725
ATRNL1	3	4	5	6	2	2
ATRX	1537	1784	1364	1397	1687	1484
ATXN1	202	198	184	296	389	292
ATXN10	737	894	773	828	955	762
ATXN1L	534	535	397	838	779	709
ATXN2	839	989	782	904	962	752
ATXN2L	2190	2272	2135	2137	2638	1839
ATXN3	252	248	240	347	383	290
ATXN3L	0	0	0	0	0	0
ATXN7	518	564	362	508	547	532
ATXN7L1	144	154	120	175	200	145
ATXN7L2	41	64	47	49	75	51
ATXN7L3	241	261	262	263	275	249
ATXN7L3B	831	1023	941	1522	1793	1419
ATXN8OS	0	0	0	0	0	0
AUH	157	149	121	160	207	153
AUP1	870	940	718	956	1073	935
AURKA	1070	1154	1009	1191	1463	1136
AURKAIP1	1065	1065	983	1152	1293	1138
AURKAPS1	15	10	6	12	15	18
AURKB	514	535	472	667	783	574
AURKC	3	11	5	7	7	2
AUTS2	0	0	0	0	0	0
AVEN	69	81	66	85	105	78
AVIL	2	3	6	3	4	2
AVL9	770	805	759	943	1144	902
AVP	0	0	0	0	0	0
AVPI1	72	96	74	107	111	108
AVPR1A	2	2	0	0	0	0
AVPR1B	0	0	0	0	0	0
AVPR2	0	0	0	1	0	0
AWAT1	0	0	0	0	0	0
AWAT2	0	1	1	0	0	0
AXDND1	25	38	38	25	30	24
AXIN1	209	245	189	218	244	206
AXIN2	246	273	225	192	194	195
AXL	375	442	418	363	449	393
AZGP1	1	1	1	0	2	2
AZGP1P1	0	0	0	0	0	0
AZI1	351	371	324	337	408	330
AZI2	363	377	361	513	550	433
AZIN1	1630	1884	1528	2383	2656	2278
AZU1	0	0	0	0	0	0
B2M	335	430	370	435	472	427
B3GALNT1	109	143	123	116	104	94
B3GALNT2	590	680	566	640	695	653
B3GALT1	2	3	0	0	0	0
B3GALT2	0	0	0	0	1	0
B3GALT4	4	7	0	2	6	0
B3GALT5	7	15	6	6	9	9
B3GALT6	101	120	94	101	94	105
B3GALTL	102	106	115	119	135	107
B3GAT1	0	0	0	0	0	0
B3GAT2	1	0	2	2	1	1
B3GAT3	110	128	114	99	90	85
B3GNT1	52	64	64	56	55	50
B3GNT2	358	449	382	502	464	446
B3GNT3	73	60	63	87	103	101
B3GNT4	40	39	27	20	37	38
B3GNT5	460	566	450	534	604	514
B3GNT6	0	0	0	0	0	0
B3GNT7	34	35	22	36	44	43
B3GNT8	0	0	0	1	0	4
B3GNT9	18	10	15	15	20	9
B3GNTL1	73	90	54	72	78	68
B4GALNT1	228	234	229	179	219	181
B4GALNT2	0	0	0	0	1	0
B4GALNT3	81	78	66	57	65	51
B4GALNT4	89	103	74	91	103	96
B4GALT1	352	411	358	361	397	352
B4GALT2	219	289	203	341	353	312
B4GALT3	418	476	410	468	492	475
B4GALT4	178	173	159	223	228	150
B4GALT5	2132	2638	2207	2090	2442	2019
B4GALT6	129	180	113	182	200	157
B4GALT7	71	90	65	88	87	83
B7H6	82	66	46	92	112	91
B9D1	61	61	47	46	62	44
B9D2	12	10	11	14	20	18
BAALC	0	0	0	0	0	0
BAAT	5	8	6	8	8	7
BABAM1	510	603	517	571	700	483
BACE1	66	100	70	123	129	109
BACE1-AS	11	22	7	13	14	13
BACE2	178	182	181	195	216	173
BACH1	482	560	413	566	679	581
BACH2	29	35	31	22	41	34
BAD	181	184	163	178	232	181
BAG1	244	251	276	362	476	367
BAG2	791	816	675	797	944	799
BAG3	1032	1147	867	1148	1223	1026
BAG4	530	734	585	599	686	575
BAG5	467	651	474	607	680	541
BAG6	1471	1542	1333	1491	1686	1331
BAGE	1	0	0	0	1	1
BAGE2	0	0	0	0	0	0
BAGE3	0	0	0	0	0	0
BAGE4	0	0	0	0	0	0
BAGE5	0	0	0	0	0	0
BAHCC1	239	322	254	225	215	200
BAHD1	260	292	225	272	323	259
BAI1	7	11	14	16	25	12
BAI2	122	121	105	43	65	65
BAI3	0	0	0	0	0	0
BAIAP2	559	616	503	623	705	569
BAIAP2L1	548	635	555	742	812	657
BAIAP2L2	3	2	1	4	6	1
BAIAP3	96	95	77	74	110	104
BAK1	216	274	191	332	407	329
BAMBI	33	34	15	38	31	18
BANF1	381	447	395	403	431	407
BANF2	0	0	0	0	0	0
BANK1	33	57	32	77	111	79
BANP	195	205	168	181	207	193
BAP1	404	456	390	431	499	382
BARD1	338	340	319	435	469	360
BARHL1	0	0	0	0	0	0
BARHL2	0	0	0	0	0	0
BARX1	0	0	0	0	0	0
BARX2	3	3	2	5	2	4
BASP1	0	0	0	0	1	0
BASP1P1	1	0	1	0	0	1
BATF	0	0	0	0	0	0
BATF2	4	5	10	0	3	1
BATF3	25	18	14	20	22	17
BAX	113	116	98	172	191	154
BAZ1A	1200	1489	1152	1758	1889	1520
BAZ1B	2330	2748	2173	2708	2705	2376
BAZ2A	1533	2031	1467	2222	2461	2072
BAZ2B	390	364	327	463	506	444
BBC3	28	36	35	45	56	58
BBIP1	341	348	309	403	458	335
BBOX1	0	0	0	0	0	0
BBS1	140	144	135	138	173	123
BBS10	238	351	303	405	449	435
BBS12	43	36	49	41	42	44
BBS2	222	239	177	257	321	244
BBS4	132	151	157	229	260	222
BBS5	61	69	48	67	61	40
BBS7	327	355	291	459	421	410
BBS9	90	96	57	77	120	98
BBX	1442	1793	1345	1809	2140	1734
BCAM	156	143	123	115	124	95
BCAN	1	3	0	1	1	0
BCAP29	453	528	456	645	725	507
BCAP31	894	890	757	801	863	766
BCAR1	195	193	174	170	165	145
BCAR3	174	200	159	201	198	180
