Symbol	Lung-60-2710-01	Lung-18-4086-01	Lung-22-4613-01	Lung-37-4132-01	Lung-22-4591-01	Lung-18-3410-01	Lung-64-1680-01	Lung-21-1070-01	Lung-66-2780-01	Lung-66-2787-01	Lung-66-2766-01
TAS2R40	0.004	0.0255	0.464	0.13375	0.8285	0.3175	0.092	-0.476	0.322	0.171333333	0.383
FDX1L	-0.631375	-0.32225	-0.081375	-0.253375	-0.477875	0.2075	-0.073125	-0.8375	-0.84375	-0.040875	0.44425
TAS2R46	0.112	0.0965	-0.397	0.413	-0.6865	0.061	1.1765	-0.0655	-0.088	-0.196	0.1445
TAS2R44	0.735	1.9865	1.3445	1.436	0.5585	0.9045	0.52	0.894	1.1345	0.8705	1.251
CILP2	0.789	0.293	0.2995	0.316	0.390666667	-0.2	0.0405	-0.327833333	0.198333333	0.315333333	0.239333333
TAS2R49	-1.414	-0.3615	-0.613	0.2305	-0.7645	-0.947	0.489	0.1535	-1.818	-1.067	-1.003
TAS2R48	-0.6535	0.254333333	-0.7052	-0.3836	-0.117833333	-0.171833333	-0.292333333	-0.3715	-0.4345	-0.1625	-0.180166667
LOC619208	0.093333333	-0.204833333	0.665833333	1.973	0.713166667	1.349333333	1.404333333	-0.019666667	0.355	0.374833333	1.692
DVL2	-0.914833333	0.0705	-0.330166667	-0.516333333	-0.8885	-1.136833333	-0.744833333	-0.748166667	-0.822	0.8455	-0.787333333
LOC339344	1.018833333	1.157333333	-0.266666667	1.222666667	-0.291	1.451666667	0.532166667	1.021	0.930333333	0.907666667	0.816166667
KCTD3	-0.192	-0.42825	-0.25225	-0.4105	-1.23525	-0.34825	-1.287	-0.4835	-0.85775	0.03925	-0.2565
KCTD2	-0.1585	-1.179166667	-1.004833333	-0.946333333	-0.31	-0.754333333	-0.050833333	-0.535166667	-0.510666667	0.000833333	-0.977666667
OR10A3	0.589	-0.4815	0.19	NA	-0.331	1.55	-0.2205	-0.0055	0.6555	-0.326	-0.023
C1orf103	-1.093333333	-1.123166667	0.004833333	-0.529166667	-0.4905	-0.5805	-0.006833333	-0.652	0.366833333	-0.585833333	-1.041333333
KCTD7	0.20075	0.12975	-0.66475	0.3615	0.36475	-0.00525	0.1665	-0.06525	0.21525	-0.4185	0.389
KCTD6	-0.975166667	-0.328833333	-0.347	0.020333333	0.747166667	-0.128666667	0.63	-0.164166667	-0.504666667	-0.6345	0.521
OR10A7	-0.2965	1.368	1.111	1.0685	0.133	1.105	1.772	0.052	0.8335	0.247	1.301
OR10A6	0.617	-0.097	3.199	0.43	1.143	1.293	0.53	0.1345	0.814	0.438	0.6375
C1orf108	-0.759	-0.3905	-0.202833333	-0.022333333	-0.005	0.033	-1.120666667	-0.419833333	1.014	-0.368	-0.887
C1orf109	-0.08225	0.25225	0.76875	1.13475	0.804	-0.055	0.2245	-0.61575	-0.2605	-0.37775	-0.21475
PCAF	-0.4688	-0.9332	-0.8392	-1.074	-0.51	-0.8874	-0.1541	0.0996	-1.0149	-0.4918	-0.4514
KCTD8	-0.31725	-0.20725	1.813	-1.006	-1.556	0.0535	-1.04375	-1.0495	-0.686	-0.91425	-0.55875
CRY1	0.1895	-0.678125	0.18575	0.281625	-0.00775	0.27425	-0.488875	-0.784625	-0.5225	-0.6035	-0.220875
OR4C15	0.134	0.80225	0.70375	0.51725	0.795	0.51075	0.8025	0.37325	0.59075	0.499333333	0.54975
VISA	-1.1047	-0.3706	-0.550555556	-0.3483	-0.5855	-0.8409	-1.1462	-0.2834	-0.692	-0.1185	-1.1882
LOC150223	-1.787	-0.59425	0.02125	-1.185	-0.43075	-1.74325	-1.94125	-0.49675	-0.953	-0.90125	0.47075
OR56B1	0.6568	0.532166667	0.4975	0.074333333	0.4745	0.108666667	0.332666667	0.395666667	0.252333333	0.278833333	0.379166667
PLEKHN1	1.578166667	2.634333333	0.149	-0.0655	-1.391833333	-0.676166667	0.579166667	2.074666667	2.359166667	0.700833333	-0.026833333
GNG8	0.866166667	0.717	0.232166667	0.744333333	0.196666667	1.8965	0.658833333	1.1315	0.645166667	0.657166667	0.496166667
IKIP	-1.334375	-1.540625	-1.143625	-2.0295	-0.361	-1.216	-0.46375	-1.043375	-0.245625	-1.61175	-1.4515
SERPINA1	-0.35225	-1.90225	-0.43125	-2.3105	-1.293	-1.643125	2.457625	-0.5645	-1.584375	-2.10725	-2.0065
IBSP	0.9285	-0.1945	-2.12	1.3985	0.0415	-0.6	-0.4565	0.685	0.274	1.264	0.2255
SERPINA3	-1.98395	-1.8234	-1.95255	-2.42195	-1.7781	-2.4002	-2.3859	-0.82725	1.71655	-2.66255	-1.30985
SERPINA4	-3.09725	-1.802	-0.5	-1.3085	-1.649	-0.22475	-2.8415	-2.89675	-2.18275	-2.86925	-2.417
SERPINA5	-4.611125	-4.039	-4.315	-4.347875	-4.776375	-2.44775	-4.425	-3.73375	-3.849875	-4.128875	-3.503125
HCFC1	-0.812666667	-1.443833333	-1.219333333	-1.590666667	-1.226166667	-1.342	-1.882833333	-0.7945	-2.153666667	-0.850333333	-1.785166667
CREB3L3	-2.7335	-1.0835	-0.8556	-1.170833333	-1.548666667	-1.945	-1.7625	-2.059333333	-1.630833333	-2.1565	-1.484333333
LOC388284	-0.5935	-0.004166667	0.693833333	0.6475	-0.166	-0.627833333	-0.0985	-0.6905	-0.434166667	-0.4145	0.082166667
SERPINA9	0.92025	0.66375	0.9295	-0.1405	-0.06475	-0.10925	0.1935	0.60875	-0.1355	0.56375	0.32825
ZC3HC1	-1.170666667	-0.980166667	-0.292666667	-0.379666667	-0.4055	-0.618166667	-0.385666667	-1.012166667	-0.612333333	-0.648666667	-0.040833333
NRAS	-0.790625	0.2985	-1.242	1.087	0.937875	0.70575	-0.921375	-0.711875	1.364375	-1.19875	0.753875
PDZD11	0.2955	0.396	0.2745	0.2675	1.581	0.186	0.7645	0.7065	0.517	0.4635	0.764
NRAP	-0.442	-0.2215	NA	-0.4385	0.164	-0.2985	-0.011	-0.0195	-0.0625	-0.08	-0.021
PXK	-0.615166667	-0.651333333	-1.353833333	1.219333333	-0.762833333	-0.1615	-0.1165	-0.256666667	-0.158666667	-0.258166667	0.1065
FOXRED2	-0.936785714	-0.766857143	-0.4055	-0.906071429	0.224285714	0.267214286	-2.1395	-1.186571429	-1.513928571	-1.165785714	-0.893214286
FOXRED1	-1.257	-1.973833333	-1.4405	-1.002166667	-0.656666667	-1.102333333	-1.375666667	-0.925166667	-1.348	-1.389833333	-1.1965
MLC1	-0.956	-1.46725	-1.4885	0.013	-1.60025	-1.9115	-1.58275	-0.59825	-2.00475	-1.28575	-2.04975
PXN	-0.880785714	-0.839214286	-0.462642857	-0.671142857	-0.562285714	-0.652642857	-0.779285714	0.590071429	-0.1635	-0.904	-1.243785714
ACSS2	-0.562166667	-0.426666667	0.286	-0.467333333	0.063666667	1.042166667	-0.039166667	0.230333333	-0.330333333	0.651666667	0.86
CABLES1	-0.70475	-0.932625	0.897375	0.105	-0.911875	-0.934125	-0.753625	-1.161	-1.427875	-1.15175	-1.49375
CABLES2	0.383	-0.6665	-0.4205	-1.17575	0.47225	-1.282	-1.34075	0.47175	-1.0765	-0.368	-1.05825
TMEM145	-2.812	-1.2545	-1.55375	-0.43225	-1.23375	-0.3195	-2.2565	0.687	-0.921	-2.51775	-1.705
ESF1	-0.3562	-0.3549	-1.3085	-0.4298	-1.0195	-0.3435	-1.3364	-0.2909	0.1346	-0.1248	-1.2121
SHBG	-1.352666667	-0.377	-0.539833333	-0.841333333	-0.4295	-1.5415	-0.738333333	-1.171833333	-1.029333333	-1.4715	-0.789
CRYL1	0.149333333	-0.0095	0.489	0.219166667	0.330833333	0.850666667	1.9905	-0.427666667	0.294	0.281833333	2.041
LTB4DH	2.55725	2.558	-0.89125	-1.96875	0.82775	-0.98775	0.11475	-1.0715	-0.70075	1.79475	1.8145
ROPN1	-2.885	-3.097166667	-5.02125	-3.5315	-3.278833333	-3.673333333	-2.1255	-3.042833333	-3.692166667	-1.271166667	-2.402166667
ASZ1	-2.038	-1.945	3.284	-0.087	-0.1535	-0.24	0.109	-0.3995	-0.7395	-0.6175	-0.6435
LIX1L	-1.576	-1.0365	-1.09925	-0.34675	-0.68025	0.157	0.1425	-1.22675	0.2485	0.4135	-1.004
FOXD4L1	0.7305	1.0175	0.742	1.3975	-0.1525	0.7585	1.0805	0.79	0.869	0.618	1.147
FOXD4L2	0.04175	-1.70125	-1.833	-0.555	-0.50275	0.9755	0.07875	-0.21175	-0.52525	1.5035	-0.505
MOV10L1	0.495	0.861	-0.0065	0.322166667	0.1916	0.027666667	-0.186166667	0.122	0.206833333	1.198833333	-0.116833333
PACS1	0.37075	0.232125	-0.1255	0.09125	-0.410625	-0.063	-0.773125	0.198375	0.14225	0.2145	-0.271125
PACS2	-0.2445	-0.2837	-0.253	-0.6542	-0.4898	-0.9974	-0.6297	0.3009	-0.6109	-0.335	-0.3095
DDB2	0.04775	-0.5965	-0.03325	-1.9185	-0.00375	0.4285	-0.97275	0.0135	-0.24325	-1.44925	-1.27725
FAM63A	-1.351333333	-1.305166667	-0.635	-0.433416667	-0.901916667	-1.13275	0.056083333	-0.052833333	-0.768416667	-1.298	-1.114833333
SBNO2	-0.54	-1.1375	0.318	-1.0925	-1.962	0.61	-0.4785	0.3235	-0.5415	-1.163	-1.3715
SBNO1	-0.19875	0.12575	-2.18175	0.39175	-0.2185	-0.00475	-1.0265	0.1205	-0.14	0.19275	-0.02225
FAM63B	0.054	-0.7595	-2.719	-0.384625	-1.17375	-0.98225	-1.22925	-0.44225	0.631625	-0.562375	-1.03775
RNF167	-0.3236	0.035	-0.4869	-0.6213	-0.4648	-1.4234	-0.0575	0.0101	-1.1296	0.2908	-0.3383
C18orf12	0.372	1.197	0.7815	0.8135	0.435	0.483	1.1865	0.476	0.759	0.4775	1.0485
RNF165	0.8985	0.4175	-5.861	-1.7935	-2.1235	2.8955	-0.8805	-2.2605	-0.471	-0.9705	-2.2735
RNF168	1.268	0.42725	0.9995	-0.1255	0.68625	1.18725	-1.21025	-0.078	1.267	0.27	2.20825
SEC23A	-1.554666667	-1.078166667	-1.916	-1.396833333	-0.5135	-1.575	-1.781666667	-1.1185	-0.5145	-1.044333333	-1.540833333
C8orf76	0.09125	0.652	0.533	1.288	-0.097	0.59675	0.93375	0.03925	0.428	-0.04425	1.3105
UPF3B	-0.063	-0.839	-1.542625	-0.304	-0.895	-0.561125	-1.44275	-0.532625	-0.985625	-0.538625	-0.5855
UPF3A	-0.939875	-1.29375	-0.382375	-0.605125	-1.066	-1.313375	-0.38525	0.12925	-1.43925	-0.957875	-0.345125
ZBTB43	1.537	0.33	-0.522	0.2225	-0.513	0.6285	0.0325	0.472	0.4735	1.2195	0.129
ZBTB44	1.185375	0.49025	0.241375	1.324875	2.15625	1.276375	-0.038875	1.239125	1.443	0.477375	0.854875
BRAF	0.31175	-0.36875	0.73225	-0.39175	2.201	0.81375	-0.478	-0.16625	0.73225	0.916	1.12825
ZBTB46	-1.1455	-0.017	-1.6235	0.273	-1.12	1.017	-0.715	-0.418	-0.8375	-0.4925	-1.0565
ZBTB47	0.061666667	-0.314	-0.311	-0.4205	-1.148166667	-1.149	0.721666667	-0.5035	-0.154333333	-0.101	-0.469666667
ZBTB48	0.100833333	0.097	-0.370166667	-0.048166667	-0.688666667	0.6075	0.152	1.052	-0.166	-0.312833333	0.079166667
ALOX15B	3.342666667	1.198166667	0.903	1.204	1.241666667	1.466166667	5.225833333	1.979833333	0.8635	2.170833333	1.8015
PKDREJ	2.025166667	0.665333333	1.020333333	0.2735	0.450333333	-0.452333333	0.952333333	0.6565	0.456333333	-0.096833333	0.213
C8orf79	-0.2705	-0.394375	0.133444444	2.6624	-0.0821	-0.3613	1.3258	0.9232	0.4737	-0.6399	0.0737
C17orf73	0.4425	0.52	-0.0665	0.2445	0.5435	0.3105	1.187	0.4265	0.5515	0.184	0.418
ZNF609	0.493375	-0.1945	-2.2235	-0.551125	-1.00825	-0.69	-1.225625	-0.492875	-1.058375	-0.12375	-0.820875
SYNPO	0.757583333	0.940416667	0.130333333	0.921666667	-0.190166667	0.77475	1.027416667	0.96475	1.126833333	0.374166667	0.380916667
LOC51136	-1.003625	-0.648875	-0.29925	-0.158875	0.59425	0.411625	1.302375	-0.932375	-1.136125	0.173125	0.0325
FLJ25778	-0.0035	-0.512	1.16	0.052	-0.027	-0.7645	-0.4395	0.381	0.36	0.187	0.3695
ADAM22	-1.68	-0.958875	-0.456666667	0.0795	0.38025	1.333125	-0.111875	-1.45825	-1.086625	-1.71475	-0.427
UQCR	0.124375	0.57775	1.02775	0.5025	-0.2855	0.9325	0.353	-0.226	-0.121	0.42675	0.6935
FLJ25770	0.682	-0.048833333	-0.1455	0.7055	0.688083333	1.764166667	0.8345	0.483	0.548666667	0.217083333	0.330583333
P4HA2	-0.476875	-1.10725	-1.882	-0.9735	-0.180625	-0.26625	-0.6115	-0.213875	0.12875	-1.593	0.157875
P4HA3	1.67025	1.06375	-0.07975	0.56625	2.79025	1.75925	0.72075	2.24875	2.56575	1.008625	1.573875
ACY1L2	0.532	0.77	0.6775	1.105	-0.5175	1.237	0.2525	0.7765	-0.305	0.5725	0.614
ANP32E	-0.594	-1.112142857	-1.649857143	-1.076571429	-0.630714286	-1.055928571	-0.875785714	-0.591642857	-1.229785714	0.140785714	-1.245928571
ANP32B	0.647375	-0.41875	0.44875	-0.549125	-1.061875	-0.569875	-0.9715	-0.442625	-0.521875	0.1025	-0.154875
ANP32C	-1.1535	-1.142	-1.419333333	-1.848166667	-0.944833333	-1.647833333	-2.473833333	-1.988	-0.248166667	-1.821166667	-2.052166667
LOC151300	0.492	-0.2815	0.438	1.027	0.659	-0.525	-0.3805	-0.2545	0.05	-1.1835	0.1395
FDXR	0.15725	-0.0695	0.174	-2.00925	0.049	1.1225	-0.093	0.09075	-1.1275	-0.593	-0.8615
SYNPR	-0.374333333	-0.436	-1.015	5.68325	3.6615	-0.3725	-0.2305	-0.8155	-0.373	-0.921	-0.4825
HPSE2	0.706	0.168	-0.050666667	-0.03775	0.5045	-0.443	0.335	0.16725	0.0565	0.596	0.33325
UQCC	-1.184	-1.136	-0.7634	-0.7086	0.0203	-0.2472	-0.6051	-0.7675	-0.9514	-0.7488	0.0257
TAT	0.51825	0.319875	1.115714286	0.14275	0.4125	0.3345	0.258125	-0.103125	0.06975	0.152125	0.16475
ZFYVE19	0.28975	-0.7365	-1.3555	-0.33375	-0.5825	-0.5745	0.31525	0.03	0.27025	-0.884	0.2125
NTNG1	-2.4054	-1.460166667	0.305	-1.295666667	-1.813166667	-1.874166667	-1.172833333	-2.0155	-0.993166667	-1.875333333	-1.684166667
NTNG2	0.558333333	1.248	0.373333333	0.976	-0.491833333	-0.195666667	-0.167166667	1.0355	0.89	1.6535	1.514166667
TMEM20	2.5895	1.762	-0.6605	0.016	4.05325	-1.649	-1.34525	0.3675	0.82025	4.241	0.4515
ZFYVE16	-1.126222222	-1.423444444	-1.358	-0.515058824	-0.516222222	-0.708166667	0.097555556	-0.379555556	-0.837444444	-0.780277778	-0.729222222
ALMS1	0.542666667	-1.508166667	0.2414	-1.2535	-0.366833333	-0.483833333	-1.163666667	0.0055	0.090666667	0.9955	-0.442333333
TAZ	-1.191	-1.018	-0.64675	-1.299	-0.7405	-1.39275	-1.48425	-0.8925	-0.88725	-1.1135	-0.773
TMEM112B	0.1145	-0.1275	-0.0085	-0.1755	-0.4455	-0.704	-0.376	0.2755	0.0095	-0.5115	-0.3785
MRPL54	0.85875	1.471	0.38	1.03975	-0.5265	1.89	1.37775	-0.08225	0.45875	1.0245	1.02075
MRPL55	0.4477	0.4389	1.1851	0.8304	0.8771	-0.1696	0.4142	0.551	0.3119	0.5405	0.8275
MRPL50	0.59025	-0.03425	-0.3065	-0.24825	-1.27575	-0.64175	-0.45875	-1.03875	-0.2245	0.3855	-0.2855
MRPL51	-0.4615	0.1325	0.39075	-0.28425	0.8555	-0.1665	-0.76725	0.44625	-0.15525	0.00875	0.60225
MRPL52	-0.9579	0.1436	0.8212	0.8988	-0.4293	-0.8581	-0.2684	-0.3222	-0.1602	-0.9594	0.5246
MRPL53	0.534125	0.948375	1.264375	1.38175	1.460375	1.204	1.220625	0.0795	0.80925	1.030375	1.641375
PRKG1	1.4315	0.928571429	0.653545455	0.703785714	0.144571429	0.692857143	0.824642857	0.620428571	1.0405	1.476857143	0.821285714
THY1	-0.051	0.2502	-0.9939	-0.3367	-1.4875	0.3987	-2.1801	-0.3041	0.1403	-0.8564	-0.9647
CDS1	2.417	1.0525	-0.00875	1.045	1.949	2.46075	2.91825	1.9105	1.954	1.8015	1.74875
IL18	1.536375	2.472125	2.020375	0.698625	0.54625	1.364125	2.875125	3.458375	3.043	1.100625	2.76125
PIP3-E	2.005	-0.078	2.675	-0.012	0.0175	0.7935	0.8475	1.5315	0.172	0.092	-0.7695
ZNF689	-0.548	-0.2995	-2.471	0.024	-0.8305	-0.433	-0.018	-1.3615	-0.2055	-0.5325	-0.5345
OPN1SW	0.126	0.8775	0.23	0.6815	0.5055	0.199	0.519	-0.1295	0.7735	0.2815	0.769
ALOXE3	-0.107833333	0.649666667	0.382333333	0.561166667	0.080666667	0.147	0.7185	0.391	0.2635	0.499833333	0.072666667
ZNF683	4.74425	2.87725	3.401	3.4915	3.32175	5.258	3.459	4.9485	2.294	5.176	2.9715
ZNF680	-0.709	-0.602181818	-1.6812	-0.511833333	1.294666667	-0.821583333	0.636416667	-1.544916667	-0.644333333	-0.723	0.16225
LCN12	0.235833333	0.0265	0.304333333	0.693333333	0.000666667	-0.309833333	2.508333333	-0.083833333	-0.179166667	0.056333333	0.620666667
ZNF687	0.1905	-0.711125	-0.29975	-0.75875	-0.6805	-0.468125	-0.499125	0.061875	-0.161875	-0.529875	-0.7335
ZNF684	-1.0695	-0.94	-0.645	-0.351	-0.288	0.146	0.658	-0.9155	-0.1925	-0.874	-0.262
IQCC	-0.02875	-0.98	-0.2655	-0.143	0.05125	-0.35325	-0.1465	-0.199	0.0095	-0.628	-0.32575
TRAF3IP3	0.270785714	0.286571429	1.262	1.052142857	0.085642857	1.503142857	0.122642857	1.644	0.590142857	0.973142857	-0.471214286
GRSF1	0.1895	-0.12075	0.50175	-0.4055	-0.11	0.04225	-0.51675	-0.534	-0.77775	-0.29975	-0.309
PCDHGC3	-1.1795	-0.473	-2.053	0.685	-0.732	-0.967	-0.934	0.0205	0.317	-0.2495	-0.432
IQCG	1.321	0.2412	1.1387	0.6346	1.7048	3.6036	1.4774	1.0559	0.6415	0.7058	1.6783
PCDHGC5	-0.0125	0.28	0.3445	0.017	0.3275	0.5045	0.8585	0.2145	0.3085	0.4675	0.25
IQCE	-0.213083333	-0.52475	-0.665818182	-0.984583333	-0.506916667	-0.501416667	-0.402083333	0.8595	-0.36725	-0.877	-1.32075
IQCD	-0.6505	-0.972333333	-0.5295	0.5225	0.533333333	0.846333333	2.027666667	0.517833333	-0.386833333	-1.304666667	-0.707
IQCK	0.034	-1.0115	-0.5765	-0.512	0.7005	1.16825	1.19325	-0.00575	0.14725	-1.218	-0.783
MUC16	-3.3435	-1.76225	-0.78875	-1.83425	-1.721	-0.99675	-2.198	1.97275	-2.02975	-2.6975	-1.575
MUC15	2.942333333	0.6735	0.714	-0.281166667	-0.053666667	7.060833333	1.738666667	0.26	-1.724	4.8775	2.573166667
IQCH	0.0955	-0.59275	-1.22475	2.930125	-0.216	0.804	0.189375	-1.121125	-0.560625	-0.949625	0.15775
MUC13	-1.5105	-0.63725	-2.125333333	0.709	-1.57275	-2.02975	-1.337	1.62175	-1.0855	-1.80175	-1.557
TRAF3IP1	1.2597	-0.0693	-0.0374	-0.5909	0.5	0.3871	0.831	0.6686	0.4505	0.5178	-0.2572
RFTN1	0.54525	-1.12525	-1.876	-1.254	-2.03725	2.15925	-0.0025	0.00175	-0.98075	0.40225	-1.3735
FKBP4	-1.20775	-0.879	-1.02525	-1.008875	-1.052625	-2.1045	-2.06575	-0.2455	-1.16925	-1.2165	-1.001125
PPP1R9B	-0.019375	-0.326125	-0.233714286	-0.654625	-0.378125	0.252625	-0.681375	0.23375	-0.63575	0.361875	-0.75025
WDTC1	0.551	0.27525	-0.39825	0.27975	-0.0485	0.7365	0.667	0.53675	0.52	0.11225	0.32275
GMCL1L	0.321333333	0.1328	-1.243666667	-0.079833333	1.847166667	-0.0702	0.548333333	0.021333333	-0.0395	1.0465	0.292
MBTD1	-2.2075	-2.642	-3.162	-2.8315	-2.196	-1.1255	-2.114	-0.997	-1.745	0.1875	-1.196
ERBB2	0.793125	0.160125	0.254	-0.605	0.8325	1.095	2.036125	0.625875	0.024875	0.04275	-0.076125
SKP1A	0.014428571	-0.180571429	0.755357143	-0.129214286	0.0835	0.505285714	0.536357143	-0.219857143	-0.013571429	0.070642857	1.017071429
ANGPTL7	0.7235	0.782	0.292	0.1505	-0.455	1.2895	0.498	0.715	0.1615	3.3525	-0.629
POP1	-0.424	-0.372	0.2985	0.4215	-0.851	0.161	-1.5235	-0.4185	-0.6495	-0.149	-1.2695
ANGPTL4	-0.8093	-0.5335	-1.7705	0.0575	0.3775	0.6113	1.384	-0.3633	0.6749	-1.9616	2.1576
POP7	-0.06175	0.38325	0.538	0.5975	1.42475	-0.00075	-0.35275	0.32825	0.04075	0.33425	0.46875
ANGPTL2	-0.5935	-0.064	-0.96375	0.18125	-1.3875	-0.45275	-1.835	1.1335	1.303	-0.71725	-0.20325
POP5	0.616	-0.202666667	1.083166667	0.838333333	-0.3035	0.593833333	-0.362333333	0.5505	0.135166667	0.0795	0.185
POP4	0.71525	0.84925	0.74425	0.53275	3.6065	1.0855	0.63375	0.5935	1.1135	1.0275	2.0495
ACE2	3.998	3.723	-0.90725	-0.432	2.91825	0.4585	3.86925	5.07725	2.60975	2.87525	3.50875
GPR115	2.153375	0.8025	-1.111375	-0.483875	-0.258125	1.50025	-0.5295	3.819125	2.522625	1.0165	1.151875
TNS4	3.0075	3.5315	3.237	1.9775	2.502	0.7865	-1.974	3.215	3.1785	2.2785	1.9905
GPR113	-0.292666667	0.4605	0.317166667	-0.063833333	0.192	-0.118333333	0.267166667	0.214	0.064	-0.056333333	0.017333333
GPR112	0.6645	0.0395	1.3155	-0.6425	1.215	-0.4045	1.232	0.3595	0.4745	-0.0985	0.5965
GPR111	1.04	0.321	0.428	0.022	0.6665	1.0055	-0.0475	0.6975	1.371	0.274	0.6645
MFAP2	1.435	0.96	0.867666667	1.316333333	-0.9115	0.257	-0.664666667	1.154166667	0.738166667	-0.554	0.440166667
MMP14	0.087083333	-0.5705	-0.544454545	-1.526916667	-1.184416667	-0.648916667	-1.923666667	1.091	1.400666667	-0.54925	-0.770083333
RASGRP3	3.768333333	1.633833333	1.638833333	1.552166667	1.8075	3.958666667	2.180666667	4.336	2.986	3.198333333	1.112333333
MMP16	-1.087666667	-0.04625	-0.547	-0.72025	-0.12725	-1.39375	-1.24325	-0.50575	-0.16	-0.42025	-0.41975
MMP17	0.6815	0.14125	-0.586	1.3315	-0.60775	0.30825	0.9945	0.91975	1.04675	0.3345	1.23575
MMP10	5.3035	4.29	1.222875	-0.029	5.807875	1.5925	0.3755	7.5995	8.04175	1.98275	4.0075
FKBP2	0.01025	0.18375	-0.71875	0.556	0.07075	-0.11775	0.8285	0.91075	-0.19575	-0.22	-0.74075
RASGRP4	0.8015	0.423	0.7865	0.5165	1.531	0.379	0.5955	0.486	0.317	0.186	0.1605
MMP13	3.159	1.0585	0.628	-1.052	-0.2665	-0.759	2.6245	4.6975	7.856	-0.5225	-0.292
LRRN3	-0.038333333	-0.886666667	-0.434666667	-0.192333333	-0.5405	-0.2165	0.3585	-0.1935	-0.583666667	-0.623333333	-0.615666667
D15Wsu75e	0.35225	1.07275	0.27125	0.766	1.2345	0.65425	1.28875	1.273	2.0105	1.1575	1.697
PCDHB12	0.61975	0.32125	-1.046	0.265	0.93475	0.3115	1.43825	0.740625	1.269375	0.475875	2.273125
IL15	1.0995	0.403666667	0.3535	0.808	0.537833333	3.845	1.792	1.767333333	1.392333333	1.320666667	2.1765
MYO18B	-1.162166667	-0.688333333	-0.011666667	-0.487	-0.525666667	0.1335	-2.2625	-1.377	-0.798666667	-2.3225	-0.7145
SYT14L	0.685	0.288	NA	0.069	-0.035	-1.443	-0.469	0.0995	-0.0385	1.232	-0.201
PRG3	0.646	0.8955	0.2745	1.0915	0.2905	0.39	1.14	0.2495	0.383	0.6465	0.1355
PRG2	-1.53775	-1.358	-0.6733125	-1.1313125	-1.3675625	-1.7115	-0.7054375	-1.543375	-1.29475	-1.3489375	-1.058625
FAM119A	0.072	-1.171	-0.428166667	-0.159	0.612166667	0.244	-0.376666667	-1.4185	-0.7625	-0.770333333	0.350333333
CMTM4	-0.7695	-0.48275	-0.153333333	-0.2475	-0.45225	-1.130125	-0.014625	-0.158	0.136125	-0.662625	-0.161
PMS2L11	0.163	0.4285	-0.081	0.114	0.367	0.63925	0.4005	-0.1825	-0.4835	0.88875	1.45675
COX7B2	-0.5945	0.01075	1.554	0.63675	6.1525	0.81275	-0.683	-0.48575	-0.059	5.69925	0.19675
PPP1R1A	-2.096875	-1.8925	-2.5685	-1.845625	-1.670375	-2.29575	-0.848875	-2.478375	-1.9485	-1.054875	-0.768
TREML2	0.1575	-0.380833333	-0.0545	0.730166667	-0.397333333	2.527	-0.28	1.618333333	0.373666667	1.737333333	-0.506666667
PPP1R1C	0.755	-0.352666667	1.709666667	0.885	0.594166667	1.022833333	-1.626166667	0.1785	1.5825	-2.2055	1.539833333
PPP1R1B	2.3015	0.38525	0.463666667	3.121	1.0515	-0.71575	4.35375	1.75875	0.03125	0.38275	0.10675
GAPVD1	0.7845	-0.05515	-1.1076	-0.3316	-0.1159	-0.4579	-0.6646	-1.1989	-0.54655	0.5056	-0.2137
GSX2	-0.441	-0.592	0.671	-0.195	0.056	-0.889	0.22	0.1495	0.141	0.562	0.4645
LDLRAD3	-0.060125	-0.06975	0.03525	0.14125	-0.59075	1.080375	-1.386125	-0.27925	-0.09675	0.57325	-0.42475
GSX1	0.6095	1.1165	0.0595	0.7645	0.432	0.723	0.9495	-0.1335	0.716	0.4725	0.866
PPP1R15B	-0.3602	-0.1573	-1.4822	0.7812	0.0811	0.5243	0.3337	0.2458	0.6252	0.1649	-0.1412
NF2	-0.57135	-0.9093	0.230473684	-1.85055	-0.1121	-1.0273	-1.01975	-0.01835	-0.47355	-0.4345	-0.78965
NF1	0.257666667	-0.036	-1.2146	-0.5475	-0.027833333	-0.185	0.029666667	-0.894166667	-1.06	0.3685	0.033333333
MGC24103	-3.03775	-2.4495	-4.1015	-3.0655	-3.57925	-3.1785	-3.706	-1.81475	-0.952	-1.52175	-3.53825
SFRS2B	0.449583333	0.396454545	-0.024666667	-0.100833333	0.680916667	1.103666667	1.42025	0.41125	0.719833333	-0.40675	-0.409833333
GPAA1	-0.302	-1.311666667	-1.582666667	-0.6675	-1.465	-0.986	-0.760833333	-0.409833333	-1.125333333	-0.753	-0.537833333
CDAN1	0.29725	-0.402	-0.8995	0.048	-1.0325	-1.1145	-1.34075	-0.51275	-0.2655	0.061	-0.775
NDUFAB1	-0.66825	0.232	0.0945	0.35	-0.08	-0.65725	-0.47775	-1.282	-0.26	-0.9495	0.2345
IL5RA	0.13025	0.06525	-0.626333333	-0.22	-0.25025	0.041	0.6785	0.73575	0.38125	-0.102	-0.24675
KIAA1576	-4.19075	-4.45875	-3.15125	-3.285	-5.1635	-5.0145	-4.8175	-4.49225	-3.03425	-4.787	-3.928
KCNK18	-0.2135	0.1365	3.1605	0.671	-1.0325	0.1965	0.594	0.3	0.2515	0.0925	0.5825
